,spacegroup,percent_atom_al,percent_atom_ga,percent_atom_in,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,lattice_angle_alpha_degree,lattice_angle_beta_degree,lattice_angle_gamma_degree,formation_energy_ev_natom,bandgap_energy_ev
1298,206,0.375,0.2188,0.4062,9.6067,9.6064,9.6066,90.0021,90.0025,89.9978,0.2179,1.9569
456,167,0.6667,0.0,0.3333,10.1349,5.0672,13.6668,89.9903,90.0102,120.0016,0.2,2.8023
1058,33,0.5,0.2812,0.2188,10.2533,8.7846,9.4108,90.0023,90.0014,90.0009,0.2107,2.3091
1937,194,0.3125,0.2812,0.4062,6.5822,6.5819,24.3861,90.012,90.0049,119.9923,0.3493,1.1758
193,33,0.5938,0.375,0.0312,10.0015,8.59,9.2159,90.0024,90.0022,90.0016,0.0856,3.2617
2358,206,0.9375,0.0625,0.0,9.0109,9.0101,9.0104,90.0026,90.0037,89.999,0.0802,4.8223
817,206,0.0,1.0,0.0,9.4037,9.4037,9.4031,90.0064,90.0054,89.9925,0.076,2.2528
364,12,0.0,0.1875,0.8125,24.7073,6.6238,6.7113,90.0003,105.75399999999999,90.0,0.1457,0.8837
344,33,0.5,0.2188,0.2812,10.3226,8.8371,9.4638,90.0025,90.0011,90.0008,0.2313,2.2230000000000003
526,227,0.1875,0.5625,0.25,10.3337,5.987,14.752,90.9872,91.1476,30.3419,0.3344,1.1263
1893,167,0.1667,0.5,0.3333,5.1913,5.1908,13.9162,89.9979,90.0023,120.0006,0.1877,1.9775
814,194,0.9688,0.0312,0.0,6.0828,6.0824,23.3707,90.0062,90.0015,120.0065,0.2282,3.9917
1609,206,0.5625,0.4375,0.0,9.168,9.1675,9.1675,90.0042,90.0044,89.9963,0.1049,3.4606
37,33,0.3125,0.0625,0.625,10.7916,9.2003,9.827,90.0019,89.9989,90.0004,0.2993,1.3459999999999999
2317,206,0.125,0.7188,0.1562,9.4898,9.4897,9.4894,90.0048,90.0043,89.9944,0.1429,2.0003
1212,227,0.75,0.0,0.25,5.9079,5.9077,14.4249,90.03,89.98299999999999,120.0024,0.4167,1.4829
2304,194,0.0625,0.125,0.8125,6.9632,6.9626,25.0975,90.0139,89.9885,119.9858,0.2705,0.3717
951,33,0.0625,0.0625,0.875,11.1858,9.5098,10.1346,90.0002,89.9965,90.0002,0.2233,0.8877
244,12,0.25,0.0,0.75,12.2319,3.2589,6.5962,90.0,105.6922,90.0001,0.3427,0.7994
1560,167,0.0833,0.1667,0.75,5.428,5.4275,14.425,89.9978,90.0005,120.001,0.1518,1.2279
2100,12,0.625,0.0,0.375,12.0865,3.1006,6.1339999999999995,89.9995,104.9066,90.0002,0.294,2.0789
202,206,0.0,0.0938,0.9062,10.2072,10.2072,10.2074,90.0008,90.0008,89.9987,0.0416,0.91
2385,227,0.875,0.0,0.125,9.9161,5.7294,14.0143,92.5348,92.4583,30.2176,0.3711,3.1538
